32672.7370887	750	4.0	1.1525782385700882	450283	1152.57823857	[ 5. 10.]	-4.206086425851379
32673.1903097	300	7.546779077456225	0.0	155580	453.220922544	[ 5. 10.]	-0.15000000000000002
32675.0865129	1850	9.650575883742334	0.0	877771	1896.20319371	[ 5. 10.]	0.30000000000000004
32677.9332813	2850	10.80380745776968	0.0	1520281	2846.76842597	[ 5. 10.]	1.85
32681.862815	4300	10.874273782932269	0.0	2233056	3929.53367484	[ 5. 10.]	2.8499999999999996
32685.4528538	4300	11.284234937498818	0.0	1941625	3590.03884543	[ 5. 10.]	4.3
32689.7050191	4300	11.032069662796449	0.0	2157535	4252.1652747	[ 5. 10.]	4.3
32694.7900966	4300	9.946992173492912	0.0	2290172	5085.0774893	[ 5. 10.]	4.3
32697.7494973	2850	10.987591438328138	0.0	1348011	2959.40073516	[ 5. 10.]	1.4000000000000001
32701.8805123	4300	10.856576489907315	0.0	2169201	4131.01494842	[ 5. 10.]	2.8499999999999996
32705.0429422	4300	11.694146525591858	0.0	2173522	3162.42996432	[ 5. 10.]	4.3
32707.8624546	4300	12.874634102906564	0.0	2102452	2819.51242269	[ 5. 10.]	4.3
32711.3706482	4300	13.366440598797066	0.0	2209463	3508.19350411	[ 5. 10.]	4.3
32714.4791395	4300	14.257949245506179	0.0	2275376	3108.49135329	[ 5. 10.]	4.3
32716.9013131	4300	15.835775638494956	0.0	2005399	2422.17360701	[ 5. 10.]	4.3
32720.0827989	4300	16.6542898426895	0.0	2152483	3181.48579581	[ 5. 10.]	4.3
32724.0858416	4300	16.65124711258836	0.0	2289689	4003.0427301	[ 5. 10.]	4.3
32727.8913727	4300	16.8457160172034	0.0	2059512	3805.53109538	[ 5. 10.]	4.3
32732.3634767	4300	16.373612095573275	0.0	2220726	4472.10392163	[ 5. 10.]	4.3
32736.9107887	4300	15.82630008373142	0.0	2156729	4547.31201184	[ 5. 10.]	4.3
32741.0787437	4300	15.658345029477031	0.0	2039773	4167.95505425	[ 5. 10.]	4.3
32745.5328583	4300	15.204230445893947	0.0	2176469	4454.11458358	[ 5. 10.]	4.3
32749.6890857	4300	15.048003087945157	0.0	2221506	4156.22735795	[ 5. 10.]	4.3
32753.2017774	4300	15.535311348333293	0.0	2044075	3512.69173961	[ 5. 10.]	4.3
32756.7365231	4300	16.00056561885343	0.0	2186790	3534.74572948	[ 5. 10.]	4.3
32760.320826	4300	16.416262726560202	0.0	2105231	3584.30289229	[ 5. 10.]	4.3
32764.4623273	4300	16.274761448035605	0.0	2395588	4141.50127852	[ 5. 10.]	4.3
32768.0150791	4300	16.722009697326097	0.0	1972048	3552.75175071	[ 5. 10.]	4.3
32772.2146446	4300	16.52244417381139	0.0	2134614	4199.56552351	[ 5. 10.]	4.3
32776.7752353	4300	15.961853452004211	0.0	2164140	4560.59072181	[ 5. 10.]	4.3
32780.7643534	4300	15.972735384008038	0.0	2113193	3989.118068	[ 5. 10.]	4.3
32784.6856218	4300	16.05146689957973	0.0	2147852	3921.26848443	[ 5. 10.]	4.3
32788.9567037	4300	15.780385095174523	0.0	2191074	4271.08180441	[ 5. 10.]	4.3
32793.196552	4300	15.54053676418656	0.0	2286761	4239.84833099	[ 5. 10.]	4.3
32797.2747733	4300	15.46231540114346	0.0	2307787	4078.22136304	[ 5. 10.]	4.3
32801.3000968	4300	15.436991909441145	0.0	2143948	4025.3234917	[ 5. 10.]	4.3
32805.0222313	4300	15.714857479540544	0.0	1919781	3722.1344299	[ 5. 10.]	4.3
32809.1674668	4300	15.569621944427178	0.0	2147467	4145.23553511	[ 5. 10.]	4.3
32813.2498339	4300	15.487254851344158	0.0	2133870	4082.36709308	[ 5. 10.]	4.3
32817.3154847	4300	15.421604045833922	0.0	2146120	4065.65080551	[ 5. 10.]	4.3
32821.2008849	4300	15.536203814003438	0.0	2108491	3885.40023183	[ 5. 10.]	4.3
32825.0262445	4300	15.710844225198683	0.0	2184571	3825.3595888	[ 5. 10.]	4.3
32828.4447964	4300	16.29229231455125	0.0	2121928	3418.55191065	[ 5. 10.]	4.3
32833.1490743	4300	15.588014464940331	0.0	2219102	4704.27784961	[ 5. 10.]	4.3
32837.7646487	4300	14.97244001899671	0.0	2124950	4615.57444594	[ 5. 10.]	4.3
32841.9979441	4300	14.739144665363686	0.0	2246506	4233.29535363	[ 5. 10.]	4.3
32845.4767321	4300	15.260356617406215	0.0	1961140	3478.78804796	[ 5. 10.]	4.3
32849.4504537	4300	15.286635059827313	0.0	2155012	3973.72155758	[ 5. 10.]	4.3

